name,form_ict_index,photo,total_points,transfer_in,status,team,now_cost,position,team_shirt,postponed,news,news_added,transfer_in_event,transfer_out_event,selected_by_percent,points_per_game,in_dreamteam,cost_change_event
Boubakary Soumaré,6.63,225902.png,6,57700,a,Leicester,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"3,252","4,276",0.6,1.5,False,0
Chris Wood,6.6,60689.png,8,30237,d,Newcastle,5.6,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Rib Injury - 75% chance of playing,2022-09-26T17:30:07.874208Z,"1,345","5,744",0.6,1.1,False,-1
Tom Cairney,6.4,76357.png,7,2144,a,Fulham,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,162,328,0.1,1.0,False,0
Albert Sambi Lokonga,6.0,437742.png,7,30962,a,Arsenal,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"2,366","2,620",0.3,1.4,False,0
Thilo Kehrer,5.9,201057.png,8,9160,a,Westham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"1,642",793,0.1,1.6,False,0
Emmanuel Dennis,5.9,230251.png,3,29468,a,Nottingham Forest,5.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-09-21T12:00:06.643864Z,369,"2,234",0.1,0.8,False,0
Nélson Cabral Semedo,5.75,200402.png,5,25613,a,Wolves,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,2022-07-05T15:30:04.254473Z,"2,154","2,262",0.2,1.0,False,0
Manuel Akanji,5.699999999999999,211975.png,6,16409,a,Man city,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"7,693","1,757",0.2,6.0,False,0
Renan Augusto Lodi dos Santos,5.65,233420.png,1,24819,a,Nottingham Forest,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"1,586","2,660",0.2,0.3,False,0
Joe Gelhardt,5.6,462635.png,5,15088,a,Leeds,5.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,2022-08-14T00:00:05.876097Z,"1,070","2,100",0.3,1.0,False,-1
Leander Dendoncker,5.5,151589.png,8,5725,a,Aston Villa,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-09-02T10:00:06.844549Z,216,458,0.1,1.6,False,0
Idrissa Gueye,5.4,80801.png,4,5932,a,Everton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"1,183",690,0.1,2.0,False,0
Sam Greenwood,5.2,248937.png,3,494587,a,Leeds,4.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"56,493","83,361",11.5,1.0,False,-1
Frederico Rodrigues de Paula Santos,4.7,101582.png,5,18743,a,Man United,5.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,816,"1,984",0.4,0.8,False,0
Nathan Aké,4.7,126184.png,15,169182,a,Man city,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,2022-08-22T07:00:05.769797Z,"1,473","6,913",0.7,3.8,False,0
Steve Cook,4.65,56917.png,5,3996,a,Nottingham Forest,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-08-12T15:30:05.680688Z,225,850,0.1,1.0,False,-1
Jonny Evans,4.2299999999999995,37642.png,4,10171,a,Leicester,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"1,168","1,696",0.3,0.6,False,0
Marcos Senesi,4.2,221466.png,1,1851,a,Bournemouth,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,358,191,0.0,0.2,False,0
Mikkel Damsgaard,4.1,440089.png,3,20001,a,Brentford,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,857,928,0.1,0.8,False,0
Maxwel Cornet,3.8,149519.png,4,19668,a,Westham,5.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"1,782","1,624",0.1,1.0,False,0
Kevin Mbabu,3.7,120721.png,6,7480,a,Fulham,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,332,"1,016",0.2,1.5,False,0
Daniel Amartey,3.63,155569.png,5,8688,a,Leicester,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,2022-09-02T22:00:06.459842Z,338,976,0.2,1.0,False,-1
Tariq Lamptey,3.6,232792.png,5,37374,a,Brighton,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"1,884","6,299",1.4,1.0,False,0
Salomón Rondón,3.45,57134.png,4,67455,a,Everton,5.0,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,2022-07-05T15:30:04.154866Z,"4,102","4,070",0.5,1.0,False,0
Takehiro Tomiyasu,3.4,223723.png,5,24639,a,Arsenal,4.2,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,2022-08-04T15:00:05.298873Z,"2,983","5,124",0.7,0.8,False,0
Emile Smith Rowe,3.4,209289.png,4,22658,i,Arsenal,5.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,Groin Injury - Expected back 26 Dec,2022-09-04T21:30:06.539921Z,186,"6,031",0.5,1.0,False,-1
Diogo Teixeira da Silva,3.4,194634.png,1,16677,a,Liverpool,8.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-07-15T16:30:04.902721Z,"7,019","2,115",0.4,1.0,False,0
Elliot Anderson,3.4,215379.png,3,16508,a,Newcastle,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"1,054","1,309",0.2,1.0,False,0
Mathias Jorgensen,3.35,48760.png,5,112061,a,Brentford,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"14,917","7,325",0.9,1.7,False,0
Joel Matip,3.3,60914.png,2,31871,a,Liverpool,5.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-08-13T07:30:06.354408Z,"8,018","3,713",0.9,1.0,False,0
Carlos Henrique Casimiro,3.3,61256.png,3,225015,a,Man United,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"7,578","15,242",1.5,1.0,False,0
Remo Freuler,3.3,89076.png,5,1891,a,Nottingham Forest,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,97,159,0.0,1.7,False,0
Yves Bissouma,3.2,227127.png,5,21157,a,Tottenham,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-08-04T15:00:05.598199Z,793,"2,263",0.4,0.8,False,0
Frank Onyeka,2.8,428580.png,4,1741,a,Brentford,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,175,146,0.0,1.0,False,0
Samuel Edozie,2.5,490503.png,2,1029,a,Southampton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,103,161,0.0,1.0,False,0
Cole Palmer,2.15,244851.png,4,6362,a,Man city,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,2022-08-12T16:00:05.831482Z,495,785,0.1,1.0,False,0
Abdoulaye Doucouré,2.15,121599.png,4,4542,a,Everton,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,2022-08-13T15:30:06.592202Z,255,205,0.1,1.3,False,0
Deniz Undav,2.1,450434.png,3,15755,a,Brighton,5.1,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"1,195","2,160",0.3,1.0,False,-1
Ibrahima Diallo,1.95,240143.png,4,30261,a,Southampton,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"1,738","3,342",0.5,1.0,False,0
Jack Colback,1.75,58771.png,4,91043,a,Nottingham Forest,4.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-08-14T23:30:06.699626Z,"25,029","13,102",1.1,1.3,False,0
Jack Stacey,1.6,154131.png,1,827,a,Bournemouth,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,114,163,0.0,0.3,False,0
Cody Drameh,1.6,433590.png,1,6668,a,Leeds,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"1,369",566,0.2,1.0,False,0
Sam Surridge,1.15,217331.png,4,68855,a,Nottingham Forest,4.8,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"5,788","6,203",0.9,1.0,False,0
Sergio Gómez,1.15,437468.png,3,6831,a,Man city,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,226,796,0.1,1.0,False,0
Boubacar Traoré,1.1,476502.png,1,1437,a,Wolves,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"1,437",243,0.0,1.0,False,0
Emerson Palmieri dos Santos,1.0,109533.png,3,287810,a,Westham,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"46,057","21,589",2.3,0.8,False,0
Crysencio Summerville,0.9,450070.png,2,17318,a,Leeds,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,470,"1,202",0.2,1.0,False,0
Jack Stephens,0.85,88900.png,2,730,a,Bournemouth,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,119,168,0.0,0.7,False,0
Angelo Ogbonna,0.85,40669.png,2,1391,a,Westham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-08-05T13:30:07.024076Z,181,350,0.1,1.0,False,0
Adama Traoré Diarra,0.8,159533.png,4,13754,a,Wolves,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,2022-08-01T17:30:04.977830Z,975,"1,488",0.2,1.0,False,0
Ryan Fredericks,0.55,81012.png,2,562,d,Bournemouth,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,Knock - 25% chance of playing,2022-09-18T23:30:06.376349Z,48,188,0.0,1.0,False,0
Kristoffer Ajer,0.35,191866.png,1,2863,a,Brentford,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,2022-07-09T23:30:03.939569Z,"1,232",404,0.0,1.0,False,0
Sasa Kalajdzic,0.35,429414.png,1,5856,i,Wolves,5.4,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Knee injury - Expected back 01 Jun,2022-09-03T18:00:06.993294Z,126,823,0.0,1.0,False,-1
Juan Larios López,0.25,515571.png,1,3051,a,Southampton,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"1,432",450,0.0,1.0,False,0
Ainsley Maitland-Niles,0.25,154043.png,1,3673,a,Southampton,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,157,365,0.1,1.0,False,0
Chem Campbell,0.15,461026.png,2,59343,a,Wolves,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,904,"2,835",0.5,1.0,False,0
Billy Gilmour,0.1,243568.png,1,55424,a,Brighton,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"2,968","3,709",0.6,1.0,False,0
Carlos Vinícius Alves Morais,0.1,245824.png,2,3132,a,Fulham,5.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,891,520,0.0,1.0,False,0
Mateusz Lis,0.0,200428.png,0,2802,u,Southampton,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,Season-long loan to Troyes,2022-09-02T10:44:45.850835Z,0,"1,183",0.2,0.0,False,0
Matija Šarkić,0.0,216208.png,0,19042,a,Wolves,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,875,"3,605",1.7,0.0,False,0
Toti António Gomes,0.0,510362.png,0,50635,a,Wolves,3.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"17,469","5,330",1.0,0.0,False,0
Yerson Mosquera Valdelamar,0.0,501837.png,0,53552,a,Wolves,3.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"12,031","4,799",1.1,0.0,False,0
Dane Scarlett,0.0,490145.png,0,0,u,Tottenham,4.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Joined Portsmouth on loan - Expected back 01 Jul,2022-07-28T16:30:04.667999Z,0,206,0.0,0.0,False,0
Francisco Jorge Tomás Oliveira,0.0,510363.png,0,339,i,Wolves,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Knee injury - Expected back 01 Jun,2022-07-11T11:30:03.644676Z,28,42,0.0,0.0,False,0
Tino Livramento,0.0,441191.png,0,435,i,Southampton,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,Knee injury - Expected back 01 Jan,2022-07-05T15:30:04.232654Z,28,63,0.0,0.0,False,0
Victor Lindelöf,0.0,184667.png,0,1788,a,Man United,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,2022-08-12T12:30:05.641247Z,240,253,0.1,0.0,False,0
Zidane Iqbal,0.0,461548.png,0,40595,a,Man United,4.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"13,598","4,643",0.4,0.0,False,0
Fabio Silva,0.0,449988.png,0,0,u,Wolves,5.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Joined Anderlecht on loan - Expected back 01 Jul,2022-07-19T23:00:04.338024Z,0,50,0.0,0.0,False,0
Matej Kovár,0.0,446189.png,0,256,u,Man United,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Season-long loan to Sparta Prague,2022-09-13T08:38:21.873120Z,0,73,0.0,0.0,False,0
Jonjo Shelvey,0.0,50232.png,0,417,i,Newcastle,4.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Hamstring injury - Expected back 05 Nov,2022-08-01T11:00:05.118437Z,42,91,0.0,0.0,False,0
Matt Ritchie,0.0,56983.png,1,1829,a,Newcastle,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,185,333,0.1,1.0,False,0
Federico Fernández,0.0,57145.png,0,638,u,Newcastle,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Transferred to Elche,2022-09-02T11:04:42.629119Z,0,196,0.0,0.0,False,0
Ciaran Clark,0.0,58845.png,0,0,u,Newcastle,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Joined Sheffield United on loan - Expected back 01 Jul,2022-07-13T23:30:04.924214Z,0,3,0.0,0.0,False,0
Karl Darlow,0.0,59735.png,0,15257,i,Newcastle,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Ankle injury - Expected back 29 Oct,2022-09-10T12:30:06.171944Z,165,"11,449",1.7,0.0,False,0
Harvey White,0.0,448791.png,0,50294,a,Tottenham,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"1,038","3,156",0.6,0.0,False,0
Callum Wilson,0.0,75115.png,14,116408,a,Newcastle,7.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,2022-08-23T13:30:06.109984Z,"8,333","4,629",0.7,4.7,False,0
Will Smallbone,0.0,214466.png,0,0,u,Southampton,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,Joined Stoke City on loan - Expected back 01 Jul,2022-07-27T11:00:04.337061Z,0,33,0.0,0.0,False,0
Yan Valery,0.0,213482.png,0,20793,u,Southampton,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,Transferred to Angers,2022-09-02T11:05:50.798912Z,0,"3,809",0.5,0.0,False,0
Lyanco Silveira Neves Vojnovic,0.0,212721.png,3,544,a,Southampton,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,2022-08-11T13:30:06.884427Z,37,157,0.0,1.0,False,0
Alejandro Garnacho,0.0,493105.png,1,18148,a,Man United,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,493,723,0.1,1.0,False,0
Joseph Hodge,0.0,240299.png,0,5113,a,Wolves,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,269,375,0.1,0.0,False,0
Willy Caballero,0.0,20310.png,0,10887,a,Southampton,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,559,"2,525",0.9,0.0,False,0
Sergio Reguilón,0.0,199249.png,0,17585,u,Tottenham,4.2,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Season-long loan to Atletico Madrid,2022-08-31T07:21:07.922198Z,0,"4,593",0.5,0.0,False,0
Diego Da Silva Costa,0.0,18507.png,0,37387,d,Wolves,5.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Lack of match fitness - 75% chance of playing,2022-09-16T16:00:06.568152Z,"10,648","6,156",0.3,0.0,False,0
Eric Bailly,0.0,197365.png,0,20468,u,Man United,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Joined Marseille on loan - Expected back 01 Jul,2022-08-25T15:30:06.348925Z,0,"4,265",0.6,0.0,False,0
Lucas Rodrigues Moura da Silva,0.0,95715.png,2,7377,d,Tottenham,5.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Tendon Injury - 50% chance of playing,2022-08-26T14:30:06.255826Z,106,579,0.1,1.0,False,0
Ben Davies,0.0,115556.png,19,52186,d,Tottenham,5.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Knee injury - 75% chance of playing,2022-09-17T16:30:06.423285Z,521,"16,424",0.8,3.8,False,0
Aaron Wan-Bissaka,0.0,214590.png,1,7442,a,Man United,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,2022-09-01T23:30:07.061263Z,410,761,0.2,1.0,False,0
Harry Winks,0.0,157668.png,0,64152,u,Tottenham,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Season-long loan to Sampdoria,2022-08-31T07:21:07.937920Z,0,"6,917",1.0,0.0,False,0
Matt Doherty,0.0,87835.png,1,10300,a,Tottenham,4.6,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,710,"1,761",0.3,1.0,False,0
Davinson Sánchez,0.0,173904.png,14,63369,a,Tottenham,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"1,328","6,588",0.8,3.5,False,0
Steven Bergwijn,0.0,194252.png,0,0,u,Tottenham,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Transferred to Ajax,2022-07-08T11:00:04.174761Z,0,1,0.0,0.0,False,0
Fraser Forster,0.0,40383.png,0,32452,a,Tottenham,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"2,414","12,633",4.1,0.0,False,0
Brandon Williams,0.0,232937.png,0,100366,i,Man United,3.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Unknown - Unknown return date,2022-09-30T15:30:07.209431Z,"4,648","8,751",2.0,0.0,False,0
Japhet Tanganga,0.0,199584.png,0,148369,a,Tottenham,3.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"15,346","13,556",3.3,0.0,False,0
Jackson Smith,0.0,246799.png,0,24389,a,Wolves,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,758,"1,708",0.8,0.0,False,0
Anthony Martial,0.0,148225.png,4,46961,d,Man United,6.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Lack of match fitness - 75% chance of playing,2022-08-26T14:30:06.207517Z,476,"2,582",0.5,4.0,False,0
Facundo Pellistri Rebollo,0.0,488404.png,0,1192,a,Man United,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,2022-08-01T17:30:04.900946Z,75,159,0.0,0.0,False,0
Tom Heaton,0.0,21205.png,0,6661,a,Man United,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,274,995,0.4,0.0,False,0
Martin Dubravka,0.0,67089.png,0,10523,d,Man United,4.3,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Knock - 75% chance of playing,2022-09-22T12:00:06.627377Z,368,"3,439",0.6,0.0,False,0
Duje Caleta-Car,0.0,173271.png,0,719,a,Southampton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,2022-09-02T14:30:07.236054Z,134,129,0.0,0.0,False,0
Oliver Skipp,0.0,209042.png,0,7070,a,Tottenham,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-08-01T17:30:04.934306Z,638,737,0.1,0.0,False,0
Connor Ronan,0.0,198842.png,0,19146,a,Wolves,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,550,"1,037",0.2,0.0,False,0
Amad Diallo,0.0,493250.png,0,5143,u,Man United,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Joined Sunderland on loan - Expected back 01 Jul,2022-09-01T11:30:07.165113Z,0,535,0.1,0.0,False,0
Joe Rodon,0.0,214225.png,0,0,u,Tottenham,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Joined Rennes on loan - Expected back 01 Jul,2022-08-02T11:00:06.051540Z,0,191,0.0,0.0,False,0
Nathan Tella,0.0,203389.png,0,13,u,Southampton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,Season-long loan to Burnley,2022-08-12T14:24:55.174713Z,0,6,0.0,0.0,False,0
Hugo Bueno López,0.0,490721.png,0,38095,a,Wolves,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,867,"2,083",0.7,0.0,False,0
Luke Cundle,0.0,245923.png,0,19628,u,Wolves,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,Season-long loan to Swansea,2022-08-31T07:23:37.486082Z,0,"1,587",0.3,0.0,False,0
Ben Johnson,0.0,222018.png,5,2984,d,Westham,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,Lack of match fitness - 75% chance of playing,2022-08-28T19:00:06.452153Z,17,413,0.1,1.2,False,0
Pape Matar Sarr,0.0,482442.png,0,34724,a,Tottenham,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,798,"2,610",0.5,0.0,False,0
Harry Arter,0.0,48615.png,0,16510,a,Nottingham Forest,4.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"4,713","1,879",0.2,0.0,False,-1
Omar Richards,0.0,204822.png,0,230,d,Nottingham Forest,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,Leg injury - 50% chance of playing,2022-07-20T22:30:04.466287Z,13,41,0.0,0.0,False,0
Moussa Niakhaté,0.0,199170.png,7,1964,d,Nottingham Forest,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,Muscle injury - 50% chance of playing,2022-08-14T23:30:06.816810Z,36,286,0.1,3.5,False,0
Harrison Ashby,0.0,441024.png,0,19204,a,Westham,4.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,725,"1,114",0.3,0.0,False,0
Arthur Masuaku,0.0,105717.png,0,0,u,Westham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,Season-long loan to Beşiktaş,2022-08-04T13:23:33.173680Z,0,32,0.0,0.0,False,0
Jeff Hendrick,0.0,83314.png,0,0,u,Newcastle,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Joined Reading on loan - Expected back 01 Jul,2022-07-13T23:30:04.947320Z,0,7,0.0,0.0,False,0
Gianluca Scamacca,0.0,195899.png,5,33731,a,Westham,6.7,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-08-31T23:00:07.020885Z,"2,070","2,648",0.4,1.0,False,0
Willy Boly,0.0,90585.png,0,5204,a,Nottingham Forest,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-08-24T16:30:06.275717Z,196,884,0.2,0.0,False,0
Flynn Downes,0.0,220585.png,1,13190,a,Westham,4.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,446,"1,314",0.3,1.0,False,0
Giulian Biancone,0.0,437753.png,1,1016,a,Nottingham Forest,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,39,215,0.1,1.0,False,0
Loris Karius,0.0,104542.png,0,3565,a,Newcastle,4.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"1,905",355,0.0,0.0,False,0
Alphonse Areola,0.0,84182.png,1,39864,a,Westham,4.4,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"2,435","3,833",1.1,1.0,False,0
Braian Ojeda Rodríguez,0.0,437476.png,0,601,u,Nottingham Forest,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,Season-long loan to Real Salt Lake,2022-08-14T18:39:35.875952Z,0,215,0.0,0.0,False,0
Manuel Lanzini,0.0,86934.png,3,11009,a,Westham,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,451,"1,080",0.2,1.0,False,0
